review_id,year,period,trip_type,entity_name,entity_type,quote,rating
R01822,2018,growth_period,family,rebuilded houses,scenic_spot,rebuilded houses look not so nice,4
R01822,2018,growth_period,family,spirit of Shiva,spiritual_emotion,feel the spirit of Shiva,4
R01822,2018,growth_period,family,devotees,religious_actor,Shiva and his devotees,4
R01822,2018,growth_period,family,rebuilding,problem,take too long for rebuilding,4
R00232,2012,early_period,family,hospice,sacred_space,hospice on the banks,5
R00232,2012,early_period,family,river,sacred_space,banks of the river,5
R00232,2012,early_period,family,funeral pyres,dual_valence,funeral pyres,5
R00232,2012,early_period,family,Sadhu,religious_actor,Lots of Sadhu,5
R00232,2012,early_period,family,beautiful calm place,spiritual_emotion,beautiful calm place,5
R00234,2012,early_period,solo,sense of spirituality,spiritual_emotion,sense of spirituality,5
R00234,2012,early_period,solo,our place in the world order,spiritual_emotion,our place in the world order,5
R00580,2014,early_period,solo,beautiful temple,scenic_spot,just a beautiful temple,5
R00580,2014,early_period,solo,Photos arent allowed,cultural_rule,Photos arent allowed,5
R00580,2014,early_period,solo,confiscate ur camera,problem,confiscate ur camera,5
R00580,2014,early_period,solo,mustdo in Nepal,general_sentiment,mustdo in Nepal,5
R01166,2016,growth_period,unknown,important Hindu shrine,scenic_spot,important Hindu shrine,5
R01166,2016,growth_period,unknown,non Hindus cannot go into the main area,cultural_rule,non Hindus cannot go into the main area,5
R01166,2016,growth_period,unknown,crematoria,sacred_space,The crematoria are part of the same complex,5
R01076,2016,growth_period,unknown,strong smell,problem,strong smell,5
R01076,2016,growth_period,unknown,smoke,problem,smoke,5
R01076,2016,growth_period,unknown,local traditions,ritual,as per local traditions,5
R01711,2017,growth_period,family,Abhishek ticket,facility_service,Abhishek ticket for ~750 INR,5
R01711,2017,growth_period,family,State Bank counter,facility_service,State Bank counter just outside the gate,5
R01711,2017,growth_period,family,golden Nandi,sacred_object,golden Nandi or bull statue,5
R01711,2017,growth_period,family,expedited darshan,ritual,expedited darshan for 6 people,5
R01711,2017,growth_period,family,4-sided idol,scenic_spot,Beautiful 4-sided idol,5
R01938,2018,growth_period,unknown,darshan,ritual,received darshan,5
R01938,2018,growth_period,unknown,poojas,ritual,conducted poojas,5
R01938,2018,growth_period,unknown,crowded,problem,Although crowded,5
R01938,2018,growth_period,unknown,neat and clean premises,scenic_spot,Neat and clean the premises,5
R00699,2014,early_period,business,lord shiva,religious_actor,worshiping lord shiva,4
R00699,2014,early_period,business,beautiful & sacred,spiritual_emotion,beautiful & sacred,4
R00699,2014,early_period,business,darshan,ritual,darshan of lord shiva,4
R00607,2014,early_period,family,tourists,religious_actor,filled with tourists,5
R00607,2014,early_period,family,devotees,religious_actor,filled with...devotees,5
R00607,2014,early_period,family,sadhoos or pandits,religious_actor,filled with...sadhoos or pandits,5
R00607,2014,early_period,family,Bagmati River,sacred_space,a river called bagmati,5
R00607,2014,early_period,family,cremation,ritual,cremation r done,5
R00607,2014,early_period,family,photographs not allowed,cultural_rule,clicking photographs r not allowed,5
R00607,2014,early_period,family,tight security,facility_service,tight security in temple,5
R00607,2014,early_period,family,rest his mind,spiritual_emotion,rest his mind,5
R01429,2017,growth_period,solo,hallowed,spiritual_emotion,hallowed Pashupatinath Temple,5
R01429,2017,growth_period,solo,divine,spiritual_emotion,Experience the divine,5
R01313,2016,growth_period,friends,luxury minibus,facility_service,luxury minibus to visit,5
R01313,2016,growth_period,friends,informative guide,facility_service,very informative guide,5
R01313,2016,growth_period,friends,ashram for the elders,sacred_space,ashram for the elders next to Pashupati,5
R01313,2016,growth_period,friends,chant and laugh,ritual,men and women chant and laugh in the sun,5
R01313,2016,growth_period,friends,female sadhus,religious_actor,female sadhus lined the entrance,5
R01313,2016,growth_period,friends,deity sculptures,scenic_spot,deity sculptures lining the gardens,5
R01313,2016,growth_period,friends,beautiful grounds,scenic_spot,beautiful grounds,5
R01313,2016,growth_period,friends,reflective day,spiritual_emotion,beautiful colorful reflective day,5
R00611,2014,early_period,family,architecture of the site and buildings,scenic_spot,architecture of the site and buildings,5
R00611,2014,early_period,family,stunning carvings,scenic_spot,stunning carvings on the buildings,5
R00611,2014,early_period,family,feel of our ancestors,spiritual_emotion,feel of our ancestors,5
R00611,2014,early_period,family,courtyards of palaces,scenic_spot,courtyards of palaces,5
R01090,2016,growth_period,solo,oldest temple,scenic_spot,one of the oldest temple,5
R01090,2016,growth_period,solo,Shiva,sacred_object,Lord shiva stay,5
R01090,2016,growth_period,solo,Maha Shivaratri,festival_event,special day is shivaratri,5
R01090,2016,growth_period,solo,non-Hindu entry ban,cultural_rule,not hindu you are not allowed to enter,5
R00672,2014,early_period,business,cremations in progress,ritual,cremations in progress,4
R00672,2014,early_period,business,monkeys,scenic_spot,monkeys make it just that bit eerie,4
R00672,2014,early_period,business,Sardus,religious_actor,not to mention the Sardus,4
R00672,2014,early_period,business,eerie,spiritual_emotion,make it just that bit eerie,4
R00032,2011,early_period,couples,guide,facility_service,get a guide for this area,5
R00032,2011,early_period,couples,cremations,ritual,two cremations were taking place,5
R00032,2011,early_period,couples,holy men,religious_actor,Watch out for the holy men,5
R00032,2011,early_period,couples,entrance fee,cultural_rule,entrance fee was 500 rupees per person,5
R00032,2011,early_period,couples,fascinating,spiritual_emotion,it was fascinating to hear all about the cremations,5
R01807,2018,growth_period,solo,biggest hindu temple,scenic_spot,biggest hindu temple,5
R01807,2018,growth_period,solo,world heritage site,scenic_spot,world heritage site,5
R00349,2013,early_period,solo,Hindu architecture,scenic_spot,Hindu architecture at this location,4
R00641,2014,early_period,friends,place of sadness,dual_valence,place of sadness,3
R00641,2014,early_period,friends,expensive,problem,Expensive,3
R00641,2014,early_period,friends,worth a visit,general_sentiment,worth a visit,3
R00641,2014,early_period,friends,not one to take photos,cultural_rule,not one to take photos,3
R00287,2013,early_period,solo,cremations,ritual,all cremations in Kathmandu for Hindus take place,3
R00287,2013,early_period,solo,sadhus,religious_actor,"""sadhus"" sitting around",3
R00287,2013,early_period,solo,non-Hindu entry ban,cultural_rule,Non-Hindus cannot enter the temple,3
R00287,2013,early_period,solo,negative feeling,spiritual_emotion,overall had a negative feeling to me,3
R00287,2013,early_period,solo,hassled from the street,problem,get hassled from the street all the way to the temple complex,3
R00193,2012,early_period,couples,non-Hindu entry ban,cultural_rule,non-hinduist cannot go in the main temple,5
R00193,2012,early_period,couples,vast area,scenic_spot,quite a vast area to walk about,5
R00193,2012,early_period,couples,view of the valley,scenic_spot,view of the valley,5
R00193,2012,early_period,couples,Himalayan range,scenic_spot,first peeks at the Himalayan range,5
R01218,2016,growth_period,friends,Peace,spiritual_emotion,famous for Peace,5
R01218,2016,growth_period,friends,Monkeys,problem,famous for Peace and Monkeys,5
R01218,2016,growth_period,friends,old heritage,scenic_spot,old heritage and architectural view,5
R01218,2016,growth_period,friends,architectural view,scenic_spot,old heritage and architectural view,5
R02244,2019,pre_covid_peak,friends,traditional cremation,ritual,rituals about tradtional cremation,4
R02244,2019,pre_covid_peak,friends,other side of the river,sacred_space,from the other side of the river,4
R02244,2019,pre_covid_peak,friends,shocking by moments,dual_valence,a little shocking by moments,4
R02244,2019,pre_covid_peak,friends,part of the culture,cultural_rule,part of the culture,4
R02299,2019,pre_covid_peak,friends,Hindu temple with Buddhist architecture,scenic_spot,Hindu temple with Buddhist architecture,5
R02299,2019,pre_covid_peak,friends,Entrance is restricted for Hindu only,cultural_rule,Entrance is restricted for Hindu only,5
R02299,2019,pre_covid_peak,friends,main temple might be closed in late afternoon,facility_service,main temple might be closed in late afternoon,5
R02299,2019,pre_covid_peak,friends,no photography inside the main complex,cultural_rule,no photography inside the main complex,5
R01743,2017,growth_period,couples,main altar,sacred_space,straight to the main altar,4
R01743,2017,growth_period,couples,Nandi,sacred_object,massive Nandi made from bronze,4
R01743,2017,growth_period,couples,Bagmati river,sacred_space,banks of the sacred Bagmati river,4
R01743,2017,growth_period,couples,footwear storage service,facility_service,footwear stored in bags and returned,4
R01743,2017,growth_period,couples,vendors and shops,facility_service,vendors and shops selling all the usual paraphernalia,4
R01743,2017,growth_period,couples,silence and prayer,ritual,spend a few minutes in silence and prayer,4
R01743,2017,growth_period,couples,sense of history,spiritual_emotion,steeped in legend and history,4
R01743,2017,growth_period,couples,visual appeal,spiritual_emotion,unique in energy and visual appeal,4
R00634,2014,early_period,couples,non-Hindu entry ban,cultural_rule,only Hindus are allowed,3
R00634,2014,early_period,couples,main temple,sacred_space,main temple,3
R00634,2014,early_period,couples,dampener for most foreigners,problem,dampener for most foreigners,3
R00634,2014,early_period,couples,inside area,sacred_space,Inside area,3
R00634,2014,early_period,couples,cow and other animal dung,problem,cow and other animal dung,3
R00654,2014,early_period,friends,cremations,ritual,witness several cremations,5
R00654,2014,early_period,friends,blessing of a recently deceased person,ritual,blessing of a recently deceased person,5
R00654,2014,early_period,friends,colorful Sadus,religious_actor,colorful Sadus,5
R00654,2014,early_period,friends,various temples and statues,scenic_spot,various temples and statues,5
R00654,2014,early_period,friends,monkeys,problem,the monkeys,5
R00654,2014,early_period,friends,cotton candy vendor,facility_service,cotton candy vendor,5
R01420,2017,growth_period,solo,emotionally intense moments,dual_valence,emotionally intense moments when families are saying goodbye,5
R01420,2017,growth_period,solo,sadhus,religious_actor,the sadhus there also try to collect some money,5
R01420,2017,growth_period,solo,people who want to sell you stuff,problem,people who want to sell you stuff,5
R01420,2017,growth_period,solo,incredible place,general_sentiment,an incredible place,5
R00864,2015,growth_period,family,beautiful piece of architecture,scenic_spot,beautiful piece of architecture,4
R00864,2015,growth_period,family,crowded,problem,always crowded,4
R00864,2015,growth_period,family,Darshan,ritual,have Darshan,4
R00864,2015,growth_period,family,trust and believe for Hindus,spiritual_emotion,trust and believe for Hindus,4
R01707,2017,growth_period,unknown,Hindu cultural program,festival_event,Hindu cultural program,4
R00460,2014,early_period,family,rudraksh beads,sacred_object,buy rudraksh beads from the shops,5
R00460,2014,early_period,family,Lord Shiva,religious_actor,Lord Shiva is the ruling diety,5
R00460,2014,early_period,family,religious minded,spiritual_emotion,"for the religious minded, it is a must",5
R00460,2014,early_period,family,shops nearby,facility_service,shops nearby,5
R01623,2017,growth_period,friends,Haarati,ritual,Haarati is one of prayer,4
R01623,2017,growth_period,friends,puja,ritual,Puja or Poojan is a prayer ritual,4
R01623,2017,growth_period,friends,stupas,scenic_spot,many stupas,4
R01623,2017,growth_period,friends,holy river,sacred_space,Pashupati has a holy river,4
R01623,2017,growth_period,friends,monkey,problem,there are many monkey too,4
R01623,2017,growth_period,friends,lucky,spiritual_emotion,I am bery lucky to see that kind of prayer,4
R00239,2013,early_period,couples,locals,religious_actor,one of the locals,5
R00239,2013,early_period,couples,guide,facility_service,guide you through,5
R00239,2013,early_period,couples,cremations,ritual,if cremations occurring,5
R00239,2013,early_period,couples,neat experience,general_sentiment,Really neat experience,5
R00513,2014,early_period,unknown,Bagmati river,sacred_space,bank of Bagmati river,4
R00513,2014,early_period,unknown,entry fees,cultural_rule,pay some entry fees,4
R00513,2014,early_period,unknown,splendid architecture,scenic_spot,splendid artitecture of the temple,4
R00513,2014,early_period,unknown,lord Shiva,sacred_object,indicating lord Shiva,4
R00914,2015,growth_period,friends,wonderful history,scenic_spot,wonderful history,3
R00914,2015,growth_period,friends,shoes removal,cultural_rule,shoes removal is compulsory,3
R00914,2015,growth_period,friends,not clean,problem,place is not clean,3
R00914,2015,growth_period,friends,disposable socks,facility_service,disposable socks to be worn,3
R01361,2016,growth_period,family,main temple,scenic_spot,beautiful main temple,4
R01361,2016,growth_period,family,cremation ground,sacred_space,see the cremation ground,4
R01361,2016,growth_period,family,Aarti,ritual,see the Aarti,4
R01361,2016,growth_period,family,lingams,sacred_object,"see the Aarti, lingams",4
R01361,2016,growth_period,family,sadhu's dwelling,sacred_space,sadhu's dwelling,4
R01361,2016,growth_period,family,Surya Ghat,sacred_space,go to Surya Ghat,4
R01361,2016,growth_period,family,caves related to Naropa and Tilopa,sacred_space,some caves that related to Naropa and Tilopa,4
R01361,2016,growth_period,family,Buddhist Yogi teacher,religious_actor,Buddhist Yogi teacher,4
R02115,2019,pre_covid_peak,solo,Lord Shiva's origin,sacred_object,Lord shiva's origin,5
R02115,2019,pre_covid_peak,solo,funeral,ritual,funeral need to be done,5
R02115,2019,pre_covid_peak,solo,back yard of this temple,sacred_space,back yard of this temple,5
R02115,2019,pre_covid_peak,solo,salvation,spiritual_emotion,attain salvation,5
R01518,2017,growth_period,friends,monkeys,problem,monkeys are everywhere,4
R01518,2017,growth_period,friends,cremations,ritual,cremations happen by the river,4
R01518,2017,growth_period,friends,cremation ceremony,dual_valence,interesting but definitely not easy,4
R01518,2017,growth_period,friends,photographers,facility_service,photographers can catch very nice captures,4
R01518,2017,growth_period,friends,burning flesh,problem,smell burning flesh,4
R00374,2013,early_period,business,main temple,scenic_spot,main temple is out of bounds,4
R00374,2013,early_period,business,Nandi,sacred_object,Nandi outside the main temple,4
R00374,2013,early_period,business,Rudraksh,sacred_object,Rudraksh (holy beads used by Hindus),4
R00374,2013,early_period,business,awe,spiritual_emotion,awe inspiring,4
R00066,2012,early_period,friends,cremations,ritual,rituals around the cremations,4
R00066,2012,early_period,friends,holy man,religious_actor,holy man sadhoes,4
R00066,2012,early_period,friends,sadhoes,religious_actor,holy man sadhoes,4
R00066,2012,early_period,friends,demand money,problem,stronggly demand money,4
R02015,2018,growth_period,couples,river Bagmati,sacred_space,banks of the river Bagmati,4
R02015,2018,growth_period,couples,cremations,ritual,site for cremations,4
R02015,2018,growth_period,couples,fascination,spiritual_emotion,fascination insight into an aspect of Hinduism,4
R02015,2018,growth_period,couples,earthquake damage,problem,evidence of earthquake damage,4
R02015,2018,growth_period,couples,1000 rupee charge,cultural_rule,1000 rupee charge to get into the temple,4
R02019,2018,growth_period,friends,Bagmati River,sacred_space,bank of Bagmati river,5
R02019,2018,growth_period,friends,cremation ceremony,ritual,observe the crematory system,5
R02019,2018,growth_period,friends,Shaiva Hindus,religious_actor,sacred place for Shaiva Hindus,5
R00045,2011,early_period,solo,guide,facility_service,Get a guide,5
R00045,2011,early_period,solo,pseudo-Sadhus,religious_actor,pseudo-Sadhus who will request money,5
R00045,2011,early_period,solo,non-Hindu entry ban,cultural_rule,non-Hindus cannot get into the temple,5
R00045,2011,early_period,solo,fascinating introduction,spiritual_emotion,fascinating introduction,5
R01761,2017,growth_period,solo,mourning their loved ones,ritual,families were seen mourning their loved ones,5
R01761,2017,growth_period,solo,intrusive,spiritual_emotion,I did feel intrusive,5
R01761,2017,growth_period,solo,intrigued,spiritual_emotion,intrigued to see what was happening,5
R01761,2017,growth_period,solo,respectful,general_sentiment,Most people were respectful,5
R01183,2016,growth_period,friends,open funeral ceremonies,ritual,open funeral ceremonies and cremations,4
R01183,2016,growth_period,friends,cremations,ritual,open funeral ceremonies and cremations,4
R01183,2016,growth_period,friends,Hindu only,cultural_rule,temple is for Hindu only,4
R01183,2016,growth_period,friends,beautiful,scenic_spot,looks beautiful from the outside,4
R01183,2016,growth_period,friends,mourning over a lost loved one,dual_valence,mourning over a lost loved one,4
R01183,2016,growth_period,friends,emotional,spiritual_emotion,"It's emotional, and a bit heavy",4
R00264,2013,early_period,solo,extensive grounds,scenic_spot,walk its extensive grounds,4
R00264,2013,early_period,solo,Bagmati River,sacred_space,banks of the Bagmati,4
R00264,2013,early_period,solo,monkeys,problem,gangs of monkeys,4
R00264,2013,early_period,solo,fake holy men,problem,rows of fake holy men,4
R00264,2013,early_period,solo,funeral parlor,sacred_space,open air funeral parlor,4
R00264,2013,early_period,solo,cremate their dead loved ones,ritual,families cremate their dead loved ones,4
R00264,2013,early_period,solo,forest and temple complexes,scenic_spot,forest and temple complexes,4
R00264,2013,early_period,solo,real holy men,religious_actor,real holy men meditate,4
R00264,2013,early_period,solo,pilgrims,religious_actor,pilgrims wander in peace,4
R00264,2013,early_period,solo,"bewildering, fascinating place",dual_valence,"bewildering, fascinating place",4
R00689,2014,early_period,couples,wonderful temples,scenic_spot,wonderful temples and adjoining buildings,5
R00689,2014,early_period,couples,old peoples' retirement home,scenic_spot,fascinating old peoples' retirement home,5
R00689,2014,early_period,couples,ghats by the river,sacred_space,ghats by the river,5
R00689,2014,early_period,couples,guide,facility_service,we hired a guide,5
R00740,2015,growth_period,family,special pooja,ritual,do some special pooja,1
R00740,2015,growth_period,family,priests,religious_actor,so called priests,1
R00740,2015,growth_period,family,darshan,ritual,fast darshan,1
R00740,2015,growth_period,family,queue,facility_service,The queue is not that long,1
R00740,2015,growth_period,family,cleaning,problem,needs serious cleaning,1
R00740,2015,growth_period,family,"monkey, birds poop",problem,"Monkey,birds poop makes it horrible",1
R01837,2018,growth_period,friends,peaceful place,spiritual_emotion,peaceful place u will find,5
R01837,2018,growth_period,friends,clean environment,scenic_spot,environment is clean,5
R01837,2018,growth_period,friends,not much crowded,problem,not much crowded,5
R01837,2018,growth_period,friends,entrance is free,cultural_rule,entrance is free,5
R01837,2018,growth_period,friends,Shivaratri,festival_event,except shivarati,5
R01609,2017,growth_period,couples,ghats,sacred_space,visited the temple and ghats,5
R01609,2017,growth_period,couples,cremations,ritual,witnessed a couple of cremations,5
R01609,2017,growth_period,couples,tourists taking pictures,problem,horrified at all the tourists taking pictures,5
R01609,2017,growth_period,couples,guides wanting money,problem,pestered by guides wanting money,5
R01609,2017,growth_period,couples,women selling jewellery,problem,women selling jewellery who will follow you,5
R01609,2017,growth_period,couples,sadhus,religious_actor,sadhus will ask for money,5
R00136,2012,early_period,couples,funerals,ritual,watching funerals taking place,5
R00136,2012,early_period,couples,guide,facility_service,Get a guide to show you around,5
R00136,2012,early_period,couples,40 a day,problem,up to 40 a day sometimes,5
R00136,2012,early_period,couples,strange,spiritual_emotion,Quite strange watching funerals,5
R01955,2018,growth_period,family,peaceful,spiritual_emotion,heart and mind becomes very peaceful,5
R01955,2018,growth_period,family,blessed,spiritual_emotion,liked blessed by god shiva live,5
R01955,2018,growth_period,family,god shiva,sacred_object,blessed by god shiva,5
R01955,2018,growth_period,family,heart and mind,spiritual_emotion,heart and mind becomes very peaceful,5
R02237,2019,pre_covid_peak,couples,surroundings,problem,surroundings of the Pashupatinath temple are a bit disgraceful,4
R02237,2019,pre_covid_peak,couples,entrance fee,cultural_rule,entrance fee,4
R02237,2019,pre_covid_peak,couples,temple itself,scenic_spot,temple itself is beautiful,4
R02237,2019,pre_covid_peak,couples,cremation and burial,ritual,process of cremation and burial,4
R02237,2019,pre_covid_peak,couples,monkeys and beggars,problem,monkeys and beggars complete the package,4
R02050,2018,growth_period,solo,cremation,ritual,cremation on the other,5
R02050,2018,growth_period,solo,bridge,scenic_spot,one side of the bridge,5
R02050,2018,growth_period,solo,temple grounds,sacred_space,isolated in the temple grounds,5
R02050,2018,growth_period,solo,grieving ritual,ritual,as a grieving ritual,5
R02156,2019,pre_covid_peak,couples,worshipers,religious_actor,many worshipers,4
R02156,2019,pre_covid_peak,couples,cremations,ritual,many cremations going on,4
R02156,2019,pre_covid_peak,couples,holy river,sacred_space,dumped into the holy river,4
R02156,2019,pre_covid_peak,couples,foreigners/non-hindus entry ban,cultural_rule,foreigners/non-hindus are not allowed to enter the main temple,4
R00800,2015,growth_period,friends,non-Hindu entry ban,cultural_rule,non-Hindu's don't have access,4
R00800,2015,growth_period,friends,cremations,ritual,cremations happening along the river,4
R00800,2015,growth_period,friends,homeless shelter for elderly Nepalis,facility_service,homeless shelter for elderly Nepalis,4
R00800,2015,growth_period,friends,interesting experience,general_sentiment,interesting experience,4
R01417,2017,growth_period,couples,Bagmati river,sacred_space,bank of Bagmati river,5
R01417,2017,growth_period,couples,temples and monuments,scenic_spot,many temples and monuments,5
R01417,2017,growth_period,couples,1000 rupees entry fee,cultural_rule,pay 1000 rupees each,5
R01417,2017,growth_period,couples,guide,facility_service,hired a guide,5
R01417,2017,growth_period,couples,cremation,ritual,preparation for cremation,5
R01417,2017,growth_period,couples,ghat,sacred_space,from ghat which is a viewpoint,5
R01720,2017,growth_period,solo,Sacred Bagmati River,sacred_space,banks of the Sacred Bagmati River,5
R01720,2017,growth_period,solo,Pilgrims,religious_actor,Pilgrims from all over the Indian Sub-Continent,5
R01720,2017,growth_period,solo,cremations,ritual,at least three cremations going on,5
R01720,2017,growth_period,solo,monkeys,problem,200 monkeys going about their business,5
R01720,2017,growth_period,solo,Guide,facility_service,became my companion and Guide,5
R01720,2017,growth_period,solo,Sadhus,religious_actor,Sadhus welcomed me with open arms,5
R01720,2017,growth_period,solo,Kirtan,ritual,insisted I join them for Kirtan,5
R01720,2017,growth_period,solo,aesthete BaBa,religious_actor,meet BaBa an aesthete,5
R01720,2017,growth_period,solo,Kalava,sacred_object,tied a new Kalava round my wrist,5
R01720,2017,growth_period,solo,sense of mortality,spiritual_emotion,something had shifted deep inside,5
R01720,2017,growth_period,solo,cremations,dual_valence,do be respectful and not get too gawkish taking photos of Cremations,5
R02171,2019,pre_covid_peak,friends,5th dham of lord Shiva,sacred_space,also called 5th dham of lord Shiva,5
R02171,2019,pre_covid_peak,friends,peaceful,spiritual_emotion,"peaceful, positive vibes",5
R02171,2019,pre_covid_peak,friends,positive vibes,spiritual_emotion,"peaceful, positive vibes",5
R02171,2019,pre_covid_peak,friends,good management,facility_service,good management,5
R01914,2018,growth_period,friends,beautifully and artistically made,scenic_spot,beautifully and artistically made indeed,4
R01914,2018,growth_period,friends,no photography zones,cultural_rule,not allowed to take pictures,4
R01914,2018,growth_period,friends,dirty,problem,aarti is done was very dirty,4
R01914,2018,growth_period,friends,aarti,ritual,aarti is done,4
R01914,2018,growth_period,friends,funeral rituals,ritual,rituals before the funeral,4
R01914,2018,growth_period,friends,public funeral rituals,dual_valence,funeral with the dead body are done in public,4
R00279,2013,early_period,couples,ticket counter,facility_service,ticket counter made me pay,3
R00279,2013,early_period,couples,tour guide,facility_service,tour guide hovering around us,3
R00279,2013,early_period,couples,beautiful,scenic_spot,the temple itself is beautiful,3
R00279,2013,early_period,couples,surrounding area,scenic_spot,surrounding area that the tourists get to see,3
R00279,2013,early_period,couples,entrance fee,cultural_rule,not really worth the entrance fee,3
R01657,2017,growth_period,solo,cremation,ritual,see cremation also,5
R01657,2017,growth_period,solo,experienced guide,facility_service,"experienced guide, much better",5
R01657,2017,growth_period,solo,most important place,spiritual_emotion,most important place to visit,5
R01657,2017,growth_period,solo,Hindus,religious_actor,For Hindus this Temple,5
R01287,2016,growth_period,couples,huge Hindu temple,scenic_spot,huge Hindu temple,5
R01287,2016,growth_period,couples,Non-Hindu's can not go into the center,cultural_rule,Non-Hindu's can not go into the center,5
R01287,2016,growth_period,couples,surrounding grounds,sacred_space,surrounding grounds,5
R01287,2016,growth_period,couples,must see,general_sentiment,must see,5
R01950,2018,growth_period,business,temple of Lord Pashupatinath,scenic_spot,temple of Lord Pashupatinath,5
R01950,2018,growth_period,business,Lord Siva,sacred_object,dedicated to lord siva,5
R01950,2018,growth_period,business,best temples,general_sentiment,one of the best temples,5
R01950,2018,growth_period,business,South-Asia,cultural_rule,in South-Asia,5
R02403,2021,covid_deep,solo,Hindu temple of Lord Mahadev,scenic_spot,Hindu temple of Lord Mahadev,5
R02403,2021,covid_deep,solo,Peaceful,spiritual_emotion,Peaceful,5
R01192,2016,growth_period,couples,Puja,ritual,Booked for a Puja,5
R01192,2016,growth_period,couples,darshan,ritual,We had darshan from all gates,5
R01192,2016,growth_period,couples,temple management,facility_service,Credit goes to the team who does the temple management,5
R01192,2016,growth_period,couples,cooperative people,facility_service,People are very cooperative,5
R01192,2016,growth_period,couples,beautiful experience,spiritual_emotion,It was a beautiful experience,5
R02091,2018,growth_period,friends,Hindu shrine,scenic_spot,Hindu shrine on center,5
R02091,2018,growth_period,friends,Bagmati River,sacred_space,bank of river Bagmati,5
R02091,2018,growth_period,friends,live cremation,ritual,blessed to see live cremation,5
R02091,2018,growth_period,friends,blessed,spiritual_emotion,We were blessed,5
R01107,2016,growth_period,couples,mortality,spiritual_emotion,face-to-face with mortality,5
R01107,2016,growth_period,couples,funeral pyres,dual_valence,open-air funeral pires,5
R01107,2016,growth_period,couples,death ritual,ritual,grotesque death ritual,5
R01107,2016,growth_period,couples,Hindu complex,scenic_spot,huge Hindu complex,5
R01107,2016,growth_period,couples,holy Sadus,religious_actor,take pictures with holy Sadus,5
R01107,2016,growth_period,couples,non-Hindu entry ban,cultural_rule,off-limits to non-Hindus,5
R01107,2016,growth_period,couples,guide,facility_service,Bring a guide,5
R01849,2018,growth_period,couples,ancient Shiva temple,scenic_spot,ancient Shiva temple,5
